Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Pases_recibidos,Pases_balon_vivo,Pases_completados,Pases_intentados,xG,precio_millones
Sergi Altimira,es ESP,DM,23.024,2024-09-18 00:00:00,0.0,33.0,41.0,36.0,42.0,0.0,15000000.0
Sergi Altimira,es ESP,DM,23.019,2024-09-13 00:00:00,0.0,45.0,51.0,48.0,53.0,0.1,15000000.0
Sergi Altimira,es ESP,DM,22.356,2024-08-15 00:00:00,0.0,19.0,20.0,18.0,20.0,0.0,15000000.0
Sepp van den Berg,nl NED,CB,23.156,2025-05-25 00:00:00,0.0,41.0,55.0,50.0,57.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,23.156,2025-05-25 00:00:00,0.0,41.0,55.0,50.0,57.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,23.149,2025-05-18 00:00:00,0.0,31.0,38.0,35.0,38.0,0.1,4500000.0
Sepp van den Berg,nl NED,CB,23.149,2025-05-18 00:00:00,0.0,31.0,38.0,35.0,38.0,0.1,22000000.0
Sepp van den Berg,nl NED,CB,23.141,2025-05-10 00:00:00,0.0,39.0,52.0,49.0,52.0,0.1,4500000.0
Sepp van den Berg,nl NED,CB,23.141,2025-05-10 00:00:00,0.0,39.0,52.0,49.0,52.0,0.1,22000000.0
Sepp van den Berg,nl NED,CB,23.135,2025-05-04 00:00:00,0.0,31.0,43.0,44.0,46.0,0.1,4500000.0
Sepp van den Berg,nl NED,CB,23.135,2025-05-04 00:00:00,0.0,31.0,43.0,44.0,46.0,0.1,22000000.0
Sepp van den Berg,nl NED,CB,23.132,2025-05-01 00:00:00,0.0,33.0,39.0,38.0,41.0,0.2,4500000.0
Sepp van den Berg,nl NED,CB,23.132,2025-05-01 00:00:00,0.0,33.0,39.0,38.0,41.0,0.2,22000000.0
Sepp van den Berg,nl NED,CB,23.120,2025-04-19 00:00:00,0.0,46.0,55.0,48.0,56.0,0.1,4500000.0
Sepp van den Berg,nl NED,CB,23.120,2025-04-19 00:00:00,0.0,46.0,55.0,48.0,56.0,0.1,22000000.0
Sepp van den Berg,nl NED,CB,23.113,2025-04-12 00:00:00,0.0,31.0,36.0,31.0,37.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,23.113,2025-04-12 00:00:00,0.0,31.0,36.0,31.0,37.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,23.107,2025-04-06 00:00:00,0.0,27.0,39.0,33.0,40.0,0.5,4500000.0
Sepp van den Berg,nl NED,CB,23.107,2025-04-06 00:00:00,0.0,27.0,39.0,33.0,40.0,0.5,22000000.0
Sepp van den Berg,nl NED,"RB,CB",23.103,2025-04-02 00:00:00,0.0,31.0,38.0,32.0,42.0,0.0,4500000.0
Sepp van den Berg,nl NED,"RB,CB",23.103,2025-04-02 00:00:00,0.0,31.0,38.0,32.0,42.0,0.0,22000000.0
Sepp van den Berg,nl NED,RB,23.085,2025-03-15 00:00:00,0.0,5.0,8.0,6.0,11.0,0.0,4500000.0
Sepp van den Berg,nl NED,RB,23.085,2025-03-15 00:00:00,0.0,5.0,8.0,6.0,11.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,23.057,2025-02-15 00:00:00,0.0,14.0,24.0,23.0,25.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,23.057,2025-02-15 00:00:00,0.0,14.0,24.0,23.0,25.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,23.044,2025-02-02 00:00:00,0.0,53.0,69.0,63.0,72.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,23.044,2025-02-02 00:00:00,0.0,53.0,69.0,63.0,72.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,23.037,2025-01-26 00:00:00,0.0,21.0,32.0,28.0,34.0,0.1,4500000.0
Sepp van den Berg,nl NED,CB,23.037,2025-01-26 00:00:00,0.0,21.0,32.0,28.0,34.0,0.1,22000000.0
Sepp van den Berg,nl NED,CB,23.029,2025-01-18 00:00:00,0.0,18.0,22.0,27.0,29.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,23.029,2025-01-18 00:00:00,0.0,18.0,22.0,27.0,29.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,23.025,2025-01-14 00:00:00,0.0,36.0,43.0,44.0,47.0,0.1,4500000.0
Sepp van den Berg,nl NED,CB,23.025,2025-01-14 00:00:00,0.0,36.0,43.0,44.0,47.0,0.1,22000000.0
Sepp van den Berg,nl NED,CB,23.015,2025-01-04 00:00:00,0.0,26.0,36.0,39.0,43.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,23.015,2025-01-04 00:00:00,0.0,26.0,36.0,39.0,43.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,23.012,2025-01-01 00:00:00,0.0,37.0,43.0,38.0,45.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,23.012,2025-01-01 00:00:00,0.0,37.0,43.0,38.0,45.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,22.361,2024-12-15 00:00:00,0.0,17.0,25.0,20.0,25.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,22.361,2024-12-15 00:00:00,0.0,17.0,25.0,20.0,25.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,22.353,2024-12-07 00:00:00,0.0,21.0,27.0,23.0,29.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,22.353,2024-12-07 00:00:00,0.0,21.0,27.0,23.0,29.0,0.0,22000000.0
Sepp van den Berg,nl NED,RB,22.350,2024-12-04 00:00:00,0.0,34.0,42.0,41.0,48.0,0.0,4500000.0
Sepp van den Berg,nl NED,RB,22.350,2024-12-04 00:00:00,0.0,34.0,42.0,41.0,48.0,0.0,22000000.0
Sepp van den Berg,nl NED,RB,22.346,2024-11-30 00:00:00,0.0,38.0,49.0,50.0,57.0,0.0,4500000.0
Sepp van den Berg,nl NED,RB,22.346,2024-11-30 00:00:00,0.0,38.0,49.0,50.0,57.0,0.0,22000000.0
Sepp van den Berg,nl NED,RB,22.339,2024-11-23 00:00:00,0.0,25.0,29.0,29.0,34.0,0.1,4500000.0
Sepp van den Berg,nl NED,RB,22.339,2024-11-23 00:00:00,0.0,25.0,29.0,29.0,34.0,0.1,22000000.0
Sepp van den Berg,nl NED,RB,22.325,2024-11-09 00:00:00,0.0,21.0,32.0,31.0,38.0,0.2,4500000.0
Sepp van den Berg,nl NED,RB,22.325,2024-11-09 00:00:00,0.0,21.0,32.0,31.0,38.0,0.2,22000000.0
Sepp van den Berg,nl NED,LB,22.320,2024-11-04 00:00:00,0.0,10.0,21.0,17.0,24.0,0.0,4500000.0
Sepp van den Berg,nl NED,LB,22.320,2024-11-04 00:00:00,0.0,10.0,21.0,17.0,24.0,0.0,22000000.0
Sepp van den Berg,nl NED,LB,22.311,2024-10-26 00:00:00,0.0,38.0,47.0,41.0,55.0,0.2,4500000.0
Sepp van den Berg,nl NED,LB,22.311,2024-10-26 00:00:00,0.0,38.0,47.0,41.0,55.0,0.2,22000000.0
Sepp van den Berg,nl NED,RB,22.304,2024-10-19 00:00:00,0.0,32.0,35.0,31.0,38.0,0.0,4500000.0
Sepp van den Berg,nl NED,RB,22.304,2024-10-19 00:00:00,0.0,32.0,35.0,31.0,38.0,0.0,22000000.0
Sepp van den Berg,nl NED,RB,22.290,2024-10-05 00:00:00,0.0,30.0,38.0,32.0,40.0,0.2,4500000.0
Sepp van den Berg,nl NED,RB,22.290,2024-10-05 00:00:00,0.0,30.0,38.0,32.0,40.0,0.2,22000000.0
Sepp van den Berg,nl NED,RB,22.283,2024-09-28 00:00:00,0.0,37.0,52.0,44.0,57.0,0.0,4500000.0
Sepp van den Berg,nl NED,RB,22.283,2024-09-28 00:00:00,0.0,37.0,52.0,44.0,57.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,22.276,2024-09-21 00:00:00,0.0,44.0,54.0,52.0,58.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,22.276,2024-09-21 00:00:00,0.0,44.0,54.0,52.0,58.0,0.0,22000000.0
Sepp van den Berg,nl NED,CB,22.269,2024-09-14 00:00:00,0.0,44.0,49.0,46.0,52.0,0.0,4500000.0
Sepp van den Berg,nl NED,CB,22.269,2024-09-14 00:00:00,0.0,44.0,49.0,46.0,52.0,0.0,22000000.0
Sepp van den Berg,nl NED,RB,22.255,2024-08-31 00:00:00,0.0,6.0,5.0,7.0,8.0,0.0,4500000.0
Sepp van den Berg,nl NED,RB,22.255,2024-08-31 00:00:00,0.0,6.0,5.0,7.0,8.0,0.0,22000000.0
Senny Mayulu,fr FRA,LM,19.000,2025-05-17 00:00:00,0.0,14.0,16.0,16.0,16.0,0.2,15000000.0
Senny Mayulu,fr FRA,LM,19.000,2025-05-17 00:00:00,0.0,14.0,16.0,16.0,16.0,0.2,15000000.0
Senny Mayulu,fr FRA,"RM,LM",18.358,2025-05-10 00:00:00,1.0,46.0,50.0,50.0,55.0,0.1,15000000.0
Senny Mayulu,fr FRA,"RM,LM",18.358,2025-05-10 00:00:00,1.0,46.0,50.0,50.0,55.0,0.1,15000000.0
Senny Mayulu,fr FRA,"LM,RM",18.351,2025-05-03 00:00:00,0.0,39.0,39.0,43.0,47.0,0.2,15000000.0
Senny Mayulu,fr FRA,"LM,RM",18.351,2025-05-03 00:00:00,0.0,39.0,39.0,43.0,47.0,0.2,15000000.0
Senny Mayulu,fr FRA,LM,18.343,2025-04-25 00:00:00,0.0,8.0,5.0,5.0,5.0,0.0,15000000.0
Senny Mayulu,fr FRA,LM,18.343,2025-04-25 00:00:00,0.0,8.0,5.0,5.0,5.0,0.0,15000000.0
Senny Mayulu,fr FRA,RM,18.340,2025-04-22 00:00:00,0.0,10.0,9.0,9.0,10.0,0.0,15000000.0
Senny Mayulu,fr FRA,RM,18.340,2025-04-22 00:00:00,0.0,10.0,9.0,9.0,10.0,0.0,15000000.0
Senny Mayulu,fr FRA,"LM,RB",18.337,2025-04-19 00:00:00,0.0,66.0,64.0,65.0,72.0,0.3,15000000.0
Senny Mayulu,fr FRA,"LM,RB",18.337,2025-04-19 00:00:00,0.0,66.0,64.0,65.0,72.0,0.3,15000000.0
Senny Mayulu,fr FRA,RM,18.323,2025-04-05 00:00:00,0.0,7.0,7.0,7.0,7.0,0.0,15000000.0
Senny Mayulu,fr FRA,RM,18.323,2025-04-05 00:00:00,0.0,7.0,7.0,7.0,7.0,0.0,15000000.0
Senny Mayulu,fr FRA,"LM,RM",18.295,2025-03-08 00:00:00,0.0,42.0,39.0,37.0,41.0,0.0,15000000.0
Senny Mayulu,fr FRA,"LM,RM",18.295,2025-03-08 00:00:00,0.0,42.0,39.0,37.0,41.0,0.0,15000000.0
Senny Mayulu,fr FRA,LM,18.274,2025-02-15 00:00:00,0.0,51.0,50.0,45.0,50.0,0.0,15000000.0
Senny Mayulu,fr FRA,LM,18.274,2025-02-15 00:00:00,0.0,51.0,50.0,45.0,50.0,0.0,15000000.0
Senny Mayulu,fr FRA,RM,18.260,2025-02-01 00:00:00,0.0,10.0,11.0,9.0,11.0,0.0,15000000.0
Senny Mayulu,fr FRA,RM,18.260,2025-02-01 00:00:00,0.0,10.0,11.0,9.0,11.0,0.0,15000000.0
Senny Mayulu,fr FRA,RM,18.253,2025-01-25 00:00:00,0.0,11.0,9.0,9.0,10.0,0.1,15000000.0
Senny Mayulu,fr FRA,RM,18.253,2025-01-25 00:00:00,0.0,11.0,9.0,9.0,10.0,0.1,15000000.0
Senny Mayulu,fr FRA,RW,18.246,2025-01-18 00:00:00,0.0,7.0,7.0,8.0,8.0,0.1,15000000.0
Senny Mayulu,fr FRA,RW,18.246,2025-01-18 00:00:00,0.0,7.0,7.0,8.0,8.0,0.1,15000000.0
Senny Mayulu,fr FRA,LM,18.240,2025-01-12 00:00:00,0.0,36.0,39.0,31.0,41.0,0.4,15000000.0
Senny Mayulu,fr FRA,LM,18.240,2025-01-12 00:00:00,0.0,36.0,39.0,31.0,41.0,0.4,15000000.0
Senny Mayulu,fr FRA,LM,18.176,2024-11-09 00:00:00,0.0,35.0,35.0,28.0,35.0,0.0,15000000.0
Senny Mayulu,fr FRA,LM,18.176,2024-11-09 00:00:00,0.0,35.0,35.0,28.0,35.0,0.0,15000000.0
Senny Mayulu,fr FRA,RW,18.163,2024-10-27 00:00:00,0.0,12.0,10.0,10.0,11.0,0.0,15000000.0
Senny Mayulu,fr FRA,RW,18.163,2024-10-27 00:00:00,0.0,12.0,10.0,10.0,11.0,0.0,15000000.0
Senny Mayulu,fr FRA,RM,18.155,2024-10-19 00:00:00,1.0,18.0,12.0,12.0,15.0,1.3,15000000.0
Senny Mayulu,fr FRA,RM,18.155,2024-10-19 00:00:00,1.0,18.0,12.0,12.0,15.0,1.3,15000000.0
Senny Mayulu,fr FRA,WB,18.133,2024-09-27 00:00:00,0.0,11.0,11.0,9.0,11.0,0.0,15000000.0
Senny Mayulu,fr FRA,WB,18.133,2024-09-27 00:00:00,0.0,11.0,11.0,9.0,11.0,0.0,15000000.0
Senny Mayulu,fr FRA,RM,18.127,2024-09-21 00:00:00,0.0,5.0,4.0,3.0,4.0,0.1,15000000.0
Senny Mayulu,fr FRA,RM,18.127,2024-09-21 00:00:00,0.0,5.0,4.0,3.0,4.0,0.1,15000000.0
Senny Mayulu,fr FRA,LM,18.120,2024-09-14 00:00:00,0.0,9.0,8.0,6.0,8.0,0.0,15000000.0
Senny Mayulu,fr FRA,LM,18.120,2024-09-14 00:00:00,0.0,9.0,8.0,6.0,8.0,0.0,15000000.0
Senny Mayulu,fr FRA,LM,18.107,2024-09-01 00:00:00,0.0,1.0,2.0,2.0,3.0,0.0,15000000.0
Senny Mayulu,fr FRA,LM,18.107,2024-09-01 00:00:00,0.0,1.0,2.0,2.0,3.0,0.0,15000000.0
Sekou Mara,fr FRA,FW,22.291,2025-05-17 00:00:00,0.0,11.0,7.0,7.0,10.0,0.7,5000000.0
Sekou Mara,fr FRA,FW,22.291,2025-05-17 00:00:00,0.0,11.0,7.0,7.0,10.0,0.7,5000000.0
Sekou Mara,fr FRA,FW,22.284,2025-05-10 00:00:00,0.0,14.0,11.0,10.0,12.0,0.3,5000000.0
Sekou Mara,fr FRA,FW,22.284,2025-05-10 00:00:00,0.0,14.0,11.0,10.0,12.0,0.3,5000000.0
Sekou Mara,fr FRA,FW,22.256,2025-04-12 00:00:00,0.0,5.0,3.0,0.0,3.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.256,2025-04-12 00:00:00,0.0,5.0,3.0,0.0,3.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.241,2025-03-28 00:00:00,0.0,1.0,1.0,0.0,1.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.241,2025-03-28 00:00:00,0.0,1.0,1.0,0.0,1.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.229,2025-03-16 00:00:00,0.0,2.0,2.0,0.0,2.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.229,2025-03-16 00:00:00,0.0,2.0,2.0,0.0,2.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.222,2025-03-09 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.222,2025-03-09 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,5000000.0
Sekou Mara,fr FRA,AM,22.208,2025-02-23 00:00:00,0.0,7.0,8.0,5.0,8.0,0.0,5000000.0
Sekou Mara,fr FRA,AM,22.208,2025-02-23 00:00:00,0.0,7.0,8.0,5.0,8.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.194,2025-02-09 00:00:00,0.0,4.0,3.0,2.0,3.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.194,2025-02-09 00:00:00,0.0,4.0,3.0,2.0,3.0,0.0,5000000.0
Sekou Mara,fr FRA,LW,22.187,2025-02-02 00:00:00,0.0,1.0,2.0,2.0,2.0,0.0,5000000.0
Sekou Mara,fr FRA,LW,22.187,2025-02-02 00:00:00,0.0,1.0,2.0,2.0,2.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.179,2025-01-25 00:00:00,0.0,3.0,3.0,0.0,3.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.179,2025-01-25 00:00:00,0.0,3.0,3.0,0.0,3.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.159,2025-01-05 00:00:00,0.0,8.0,7.0,6.0,7.0,0.1,5000000.0
Sekou Mara,fr FRA,FW,22.159,2025-01-05 00:00:00,0.0,8.0,7.0,6.0,7.0,0.1,5000000.0
Sekou Mara,fr FRA,FW,22.138,2024-12-15 00:00:00,0.0,6.0,5.0,4.0,5.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.138,2024-12-15 00:00:00,0.0,6.0,5.0,4.0,5.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.131,2024-12-08 00:00:00,0.0,25.0,23.0,16.0,23.0,0.1,5000000.0
Sekou Mara,fr FRA,FW,22.131,2024-12-08 00:00:00,0.0,25.0,23.0,16.0,23.0,0.1,5000000.0
Sekou Mara,fr FRA,FW,22.123,2024-11-30 00:00:00,0.0,14.0,8.0,7.0,9.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.123,2024-11-30 00:00:00,0.0,14.0,8.0,7.0,9.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.117,2024-11-24 00:00:00,0.0,11.0,10.0,7.0,10.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.117,2024-11-24 00:00:00,0.0,11.0,10.0,7.0,10.0,0.0,5000000.0
Sekou Mara,fr FRA,LW,22.102,2024-11-09 00:00:00,0.0,21.0,9.0,9.0,11.0,0.0,5000000.0
Sekou Mara,fr FRA,LW,22.102,2024-11-09 00:00:00,0.0,21.0,9.0,9.0,11.0,0.0,5000000.0
Sekou Mara,fr FRA,"AM,FW",22.095,2024-11-02 00:00:00,0.0,17.0,17.0,17.0,19.0,0.0,5000000.0
Sekou Mara,fr FRA,"AM,FW",22.095,2024-11-02 00:00:00,0.0,17.0,17.0,17.0,19.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.089,2024-10-27 00:00:00,0.0,15.0,11.0,4.0,11.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.089,2024-10-27 00:00:00,0.0,15.0,11.0,4.0,11.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.081,2024-10-19 00:00:00,1.0,18.0,13.0,13.0,16.0,0.6,5000000.0
Sekou Mara,fr FRA,FW,22.081,2024-10-19 00:00:00,1.0,18.0,13.0,13.0,16.0,0.6,5000000.0
Sekou Mara,fr FRA,AM,22.068,2024-10-06 00:00:00,0.0,11.0,13.0,7.0,14.0,0.1,5000000.0
Sekou Mara,fr FRA,AM,22.068,2024-10-06 00:00:00,0.0,11.0,13.0,7.0,14.0,0.1,5000000.0
Sekou Mara,fr FRA,FW,22.061,2024-09-29 00:00:00,0.0,2.0,1.0,0.0,1.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.061,2024-09-29 00:00:00,0.0,2.0,1.0,0.0,1.0,0.0,5000000.0
Sekou Mara,fr FRA,"LM,FW",22.053,2024-09-21 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,5000000.0
Sekou Mara,fr FRA,"LM,FW",22.053,2024-09-21 00:00:00,0.0,1.0,0.0,0.0,0.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.047,2024-09-15 00:00:00,0.0,4.0,4.0,3.0,4.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.047,2024-09-15 00:00:00,0.0,4.0,4.0,3.0,4.0,0.0,5000000.0
Sekou Mara,fr FRA,"RW,LW",22.031,2024-08-30 00:00:00,0.0,8.0,5.0,3.0,5.0,0.0,5000000.0
Sekou Mara,fr FRA,"RW,LW",22.031,2024-08-30 00:00:00,0.0,8.0,5.0,3.0,5.0,0.0,5000000.0
Sekou Mara,fr FRA,FW,22.026,2024-08-25 00:00:00,0.0,13.0,5.0,5.0,5.0,0.1,5000000.0
Sekou Mara,fr FRA,FW,22.026,2024-08-25 00:00:00,0.0,13.0,5.0,5.0,5.0,0.1,5000000.0
Sekou Doucoure,fr FRA,CB,19.343,2025-04-04 00:00:00,0.0,5.0,5.0,4.0,5.0,0.0,600000.0
Sekou Doucoure,fr FRA,CB,19.343,2025-04-04 00:00:00,0.0,5.0,5.0,4.0,5.0,0.0,50000.0
Sekou Doucoure,fr FRA,CB,19.343,2025-04-04 00:00:00,0.0,5.0,5.0,4.0,5.0,0.0,600000.0
Sekou Doucoure,fr FRA,CB,19.343,2025-04-04 00:00:00,0.0,5.0,5.0,4.0,5.0,0.0,50000.0
Sekou Doucoure,fr FRA,"CB,RW",19.323,2025-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,600000.0
Sekou Doucoure,fr FRA,"CB,RW",19.323,2025-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,50000.0
Sekou Doucoure,fr FRA,"CB,RW",19.323,2025-03-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,600000.0
